"ASV_ID","ASV_sha","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_1","3b467c34aba93fc3692c78de03a97bc7","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Brenneria",NA
"ASV_2","90f44084459949dd4fd965e1fc355026","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Lichenihabitans","Lichenihabitans minor"
"ASV_3","8abdf967e5b46a4af2dc34923219a392","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_4","6472eb8b1e09f892aca2f23182962903","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV_5","31c04e45ba530ebcc8218e459b94504e","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","JAJXVM01","JAJXVM01 sp023169965"
"ASV_6","0fed5d744111e22cfa576faec3808847","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_7","40abd57801112abb5e4bc0a49654a73b","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_8","ad4cba5280fb47cbebea01e7031af61c","Bacteria","Bacillota","Bacilli","Bacillales","DSM-18226","Bacillus_BD",NA
"ASV_9","9ac3bb1d7dedb08a012692a6f536b5af","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_10","bf1969c0e412e57637a9ae7a3b638492","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_B","Variovorax",NA
"ASV_11","ca6c2b3b469c08212142e8821c65882a","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria","Telluria aromaticivorans"
"ASV_12","26005dfb7ad2e8cdbb139846af329663","Bacteria","Bacillota","Bacilli","Bacillales","DSM-18226","Bacillus_BD",NA
"ASV_13","289751964e6101e1be5ce28bc3e67263","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_C","Paenalcaligenes","Paenalcaligenes niemegkensis"
"ASV_14","ef082017c0bfefb9dcf9ac41e878ea1c","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_15","b0546a8c6a38415c52d2dc916319d3fd","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_16","63afe8e6aac58bf0d670a82ca5bc574c","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV_17","50512f3355f55465ca97096e9928bab9","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","JAJXVM01","JAJXVM01 sp023169965"
"ASV_18","fd1098cd571337c869bc804919b0f630","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_19","d46e2205f0c6ecf67b51f83d111c509c","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia",NA
"ASV_20","430d480477d450614cc88f3853c6ae7f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV_21","7643d4802718985a12687b716fdf5f13","Bacteria","Myxococcota","XYA12-FULL-58-9","XYA12-FULL-58-9","JALHOP01","JALHOP01","JALHOP01 sp022842935"
"ASV_22","d829bee4984f82ffc2453212157caf96","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV_23","a70afbb5e1d102567172f20aba5e9457","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASV_24","e8496fd359afa9479908aeaeb31e7ec0","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pectobacterium",NA
"ASV_25","d77ea65f73238d1805ead5caa42a8f3d","Bacteria","Myxococcota","XYA12-FULL-58-9","XYA12-FULL-58-9","JALHOP01","JALHOP01","JALHOP01 sp022842935"
"ASV_26","413fc377a1bd248f89f5d50514e9b63b","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_27","c1a919c0a7f5072418d76d102ba6f037","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_28","6e105f3f79341d4c6ac024b928786898","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus","Roseiarcus sp009765995"
"ASV_29","ca892d9a0279cf53b98e4c5cfe73be9b","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739","Palsa-739 sp019683855"
"ASV_30","1bcedf4a54fd372eaf0d8bb9a2d668c2","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","JAJXVM01","JAJXVM01 sp023169965"
"ASV_31","6a2fe216e3fe342b7989ea10ea901fef","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_32","d6efd2da2728fd74ded268122ee05036","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_33","f036f4faa1e6d1ec2f26124d0ed45614","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_34","1975f0f2b6531e29f1c84e99f1b51ef8","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_35","e3620a87443a142150a1b20a237c48a2","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","P52-10","P52-10 sp000516555"
"ASV_36","2f23ba04e29d4f4fe40a157cc74d49b8","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_37","90aca794c7e30b8a77e87f13ffc9a5cc","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","BOG-931","BOG-931 sp019075925"
"ASV_38","5b2529faa44a3679b887ecd91b6b4149","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","CSP1-4","C-114","C-114 sp015478725"
"ASV_39","6110f28a1de867a9983a8a28ecf4e533","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV_40","c6f96c0b79d9a6b82fb53a5518bce977","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Palsa-892","Palsa-892 sp023266695"
"ASV_41","91d3e89d07d3d42f243742b050140bbb","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria",NA
"ASV_42","9290aadc452f1a920864129938ef6ea1","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buchnera",NA
"ASV_43","f8ec009ea7d958c2429fc4d8931f6c25","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Lichenihabitans","Lichenihabitans ramalinae"
"ASV_44","9dafb170f0fef4771a4ee1e3ea46ce5c","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV_45","9afeb1f83d6c4e2bcf857c121eb4f9d6","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter",NA
"ASV_46","5648dccee530d68ceb3e4d7d22cf8756","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA
"ASV_47","f32490b8845851fe9be12251653f85f3","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Alpinimonas","Alpinimonas psychrophila"
"ASV_48","c63a29416a7eabd7ff67a49489118771","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV_49","e8accbbab64dba2fe98edb7072796cc5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_50","43fddf1528d4a98928fd8c3a8ac23bfd","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA
"ASV_51","bcba47620c299fd34809f143e3d26dff","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_52","9479a1a5ca3ebbe3eb239c6a1ee5dc41","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","JAKAAZ01","JAKAAZ01 sp021792795"
"ASV_53","4a1d3785f3440d622ae28c02c04b7729","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_54","3401d80bec34562e999bfdfcbf163fd5","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Lachnotalea","Lachnotalea soehngenii"
"ASV_55","a7886519b7bba11496199a24e256375a","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_56","68084402ba50c5318fb1062026beb58d","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"ASV_57","3735efaa015d97c55fbbc3d909a677ea","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","BOG-931","BOG-931 sp019075925"
"ASV_58","4a6086b0d2aac9c15dcc4c55f3c38f79","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_59","60bf3014a98a7aa1672ddf5abb14f8d0","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_60","c17e64488cc3aa88be324a56e9910951","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","BOG-931","BOG-931 sp019075925"
"ASV_61","c7c02c07fb28c8730768bb76cafad3fe","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"ASV_62","ea50ab99242e77fd8d897c2c43449f84","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV_63","b32c31cdf2e8499f2dcf74dc1dca50df","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9",NA,NA
"ASV_64","b9b93dcbf4ff2f16d5e01d476d399754","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_65","9eec300943069e3e38cbb92dd52e7ebf","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_66","f3786718faf07c71dedfcf6960a53a9b","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_67","4608fae4bbc9964cdd17af8782f2155e","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria",NA
"ASV_68","aaeaf48251cb111740428f41dd173118","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_69","5d9ce2dc314202f78596d31c7156c033","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_70","3eba3ae53a34aa44a085dc6d97bb255e","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_71","1c7649cf7a4eae57c49439f143a8bed4","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739","Palsa-739 sp019683855"
"ASV_72","68c56896f754db932a51a88ebad5bc6a","Bacteria","Actinomycetota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV_73","9ca78c21c596098629bd469639b06119","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739","Palsa-739 sp019683855"
"ASV_74","b0175cba27dbca64b685a3584dd125a3","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter","Lutimaribacter sp023703375"
"ASV_75","8d61140bea051eec307aa75344941be0","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Lichenihabitans",NA
"ASV_76","4d03e6ffcbfc3eb7c5a4bbbee611902f","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter",NA
"ASV_77","157a7c6518a3b3e70daf62add4531002","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","JABEVI01","JABEVI01 sp021779535"
"ASV_78","945184b6386c192c0066e0a98a154780","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buttiauxella",NA
"ASV_79","c1ce9604f6320f1b130be53d82c8a055","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_80","497a26126c9e726c768bdec79e8c4e9b","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae",NA,NA
"ASV_81","453cf07d3e96e304f23fbde7b355fe70","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Frigoribacterium",NA
"ASV_82","49a384950a3e2e4fdaa4fe82e7b99e92","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_83","7acaf003cff08c48e5f2c4d06007bd33","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_84","19386012f47b4a8d83f8fa168376a505","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","JADGHE01","JADGHE01 sp019689555"
"ASV_85","fc02d45daaf8b1d3a9b0e356f10f4de7","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739","Palsa-739 sp019683855"
"ASV_86","9094f39bc33a26e3c004e464482fdec1","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA
"ASV_87","36cac898389ae10c7cb2d49800c3e73e","Bacteria","Bacillota","Bacilli","RF39","UBA660","RUG14121","RUG14121 sp016297695"
"ASV_88","619b70cca49db6867c9fc0c0f9bdae2f","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_89","4507c291cf21be45be62fda04efcec57","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_90","b1dde0ed7ab1f036845b5643cfaa699e","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Kineococcaceae","Kineococcus","Kineococcus vitellinus"
"ASV_91","69023e9c72ccf5e979a500bf1c235026","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","AV80",NA
"ASV_92","3b38999bdbf762d48005d1e4f7a5de40","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV_93","6c5f4f9666d82b1bedf94e99acfe6741","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_94","4afe1bee3ad8d966b84464df637ad545","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes","Pseudorhodoplanes sp022843165"
"ASV_95","b4289ab0a9a00034c1fbce477b2c4ded","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA
"ASV_96","f4bb0816d7a7fb888a87c59510684b96","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV_97","182b329605548d2e9a3fa1c3c218070d","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria","Telluria forsythiae"
"ASV_98","7118bba59a402bf1299aab90478ee9e8","Bacteria","Pseudomonadota","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA,NA
"ASV_99","f5a7ac58df99234556bae311b2749b72","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_100","c0d7cce7f83df01ead42ede133550235","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"ASV_101","9205b8891fe0c955162448f8db0d72e3","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_102","c31a8652dd26b703c53b5e11ccaadc27","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","CSP1-4","C-114","C-114 sp015478725"
"ASV_103","80a8dd609f1d78dea521f28f52e2b9e3","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buchnera",NA
"ASV_104","c39e15de7f8295ecfed0969cd53b2126","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","CSP1-4","C-114","C-114 sp015478725"
"ASV_105","13bda948ac58b96ffccb1db0ec46034e","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_106","a3f409a4744ac086bdf72f9ce6d26476","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_107","65d43491988bfe557da4d86a5ba25dae","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","Staphylococcus sp943737015"
"ASV_108","04ecfad5772d2e09a84a0f5ef460536c","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA
"ASV_109","9477d45e83a2f8d1f61fd3cb9db73a0f","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocella","Methylocella sp004564215"
"ASV_110","aa68f5b241eb9233a9ac5139a1f2c8d7","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter",NA
"ASV_111","b328ef25eeb99bbb06c65d182b2131d7","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Arenibaculum","Arenibaculum pallidiluteum"
"ASV_112","406ee0577d84e778372ca01e5228f885","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Lichenihabitans",NA
"ASV_113","95da071fb3cd4567b09e95ef22b77859","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_114","2fac845da336657d55f1a9f350c6bc09","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium_C",NA
"ASV_115","3f550961862217d59c1a203086690c74","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_116","7317f57049aa8d4251121de722ca9d56","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_117","702af9e944edfd5a1a7f0dce0d566376","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Rhodoglobus",NA
"ASV_118","02026822bbf289288479cd7bd308df0e","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","BOG-931","BOG-931 sp019075925"
"ASV_119","60933de335c7464f51fffcd2152a39a6","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_120","f887155c9c746ff86dc94bc2dbdc3548","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_121","446ec5e43e59c8eaf1e0ef32614a6c83","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terracidiphilus",NA
"ASV_122","8bb9b2e43ea389826e23291dd65ab649","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga","Defluviitoga tunisiensis"
"ASV_123","7876a5906e5be58d068237cd0b6ebb3c","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"ASV_124","13cdf0c27e8513954614e8af7448f4eb","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_125","68bcd8805e49c819041cec620e13805f","Bacteria","Bacillota","Bacilli","RF39","UBA660","RUG14121","RUG14121 sp016297695"
"ASV_126","8eb8ab699f1c6c438421b162e3e046e3","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter","Lutimaribacter sp023703375"
"ASV_127","af27aebe85619c07e421b59269bbaffe","Bacteria","Myxococcota","XYA12-FULL-58-9","XYA12-FULL-58-9","JALHOP01","JALHOP01","JALHOP01 sp022842935"
"ASV_128","5005073a496b374b2352dea23782082c","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Weissella",NA
"ASV_129","73eb8fa8648db35bd2f286bbbe6791da","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Lichenihabitans",NA
"ASV_130","ab29a2f6b67a7f0f3e60025ef4e1752d","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739","Palsa-739 sp019683855"
"ASV_131","f9f6721808b7d6301d454a8bac71a033","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_132","1bcc1a211d6c3272f7f3ac10a3620bae","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","JAJXYY01","JAJXYY01 sp018449545"
"ASV_133","856c2f52e9359dd3b4ee1dbe2819ccf6","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Paludisphaera",NA
"ASV_134","1539a7809f78546646ddd79a873f251b","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_135","9a28a7e9cee78347923eed70490b0327","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Gullanella","Gullanella endobia"
"ASV_136","0073df206ab7ed634b96d54b66279564","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terriglobus",NA
"ASV_137","58de686534858851ba612a949f28c224","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter","Lutimaribacter sp023703375"
"ASV_138","e645157a8c79181c5ac478ffc3a3e975","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Rhizomicrobium sp018449595"
"ASV_139","9d30df1c09b60bb791f16b9f769c6335","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA
"ASV_140","93c05a28818d4559756d1507029131c1","Bacteria","Eremiobacterota","Eremiobacteria","Baltobacterales","Baltobacteraceae",NA,NA
"ASV_141","3e6363433d95b54a16e9ef12d8aaa63a","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria","Telluria forsythiae"
"ASV_142","86e14dd85367bf944f87fb172a7697ea","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA
"ASV_143","089b5a127fe67c6a1feb75c73c3641c3","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","SbA1","Sulfotelmatobacter","Sulfotelmatobacter sp020073385"
"ASV_144","585acbab6a2210c0f4feb3a5180a89a3","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_B","Sphaerotilus",NA
"ASV_145","6fbd436dfa8114f780be4faa8f0df3d9","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae",NA,NA
"ASV_146","73a653af0895d870f673c25b08e0836e","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_147","374b724806294b861c4ed5cfb74e2f31","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA
"ASV_148","e173a5691d6fdb7e1e795618f26a0ea4","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Mixta","Mixta gaviniae"
"ASV_149","4e5744d2b758e0f7f62472c5e4b48dc2","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terracidiphilus",NA
"ASV_150","2987bcda41535d3610c271dde7662283","Bacteria","Acidobacteriota","Terriglobia","Acidoferrales","UBA7541","Palsa-295","Palsa-295 sp020073605"
"ASV_151","f7f6b3cc04ff7bbfaab86c8cfc5391e0","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"ASV_152","5597870404ec5373f4eacb7aec80a2c5","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","UBA2999","Gp6-AA45","Gp6-AA45 sp020073005"
"ASV_153","de21ee8dd2b3da94117dd303c849962c","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","EB88","EB88 sp003858395"
"ASV_154","8420c0e8de396fae5991d62413d660cd","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_155","9e04003825b786bb57df86bd48e6b9f8","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","AV80",NA
"ASV_156","383de75e4ae220f50b165156b0f512a2","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_157","e70141e0f28162962eab60bcad04d6e5","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_158","8565fb328ab162c3d5dfc269d2ebe4f1","Bacteria","Myxococcota","XYA12-FULL-58-9","XYA12-FULL-58-9","JALHOP01","JALHOP01","JALHOP01 sp022842935"
"ASV_159","216418d40877fd2ccdc79916d30bc55d","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","P52-10","P52-10 sp000516555"
"ASV_160","e815840fdd9a6038d67c6878dbb3af8e","Bacteria","Pseudomonadota","Alphaproteobacteria","Dongiales","Dongiaceae","Hypericibacter",NA
"ASV_161","c309aef7b6abaa62cc4b81130261d724","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9",NA,NA
"ASV_162","e58635da024cba851c640eb384bc8fad","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Methylobacterium sp022829465"
"ASV_163","f968254345bd05c204aee9646945cfa0","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA
"ASV_164","de138edba397709aca0ddc69b837fb72","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_165","3338f1e1484c1b122131d3dd2d112a3c","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",NA
