"ASV_ID","ASV_sha","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_2151","de3901260547a323762fba9b9dec22ca","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASV_2152","b69ab3e2ed0b7e6b059ba128f4a301c8","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Alloacidobacterium","Alloacidobacterium sp009765985"
"ASV_2153","1db12435f8cbe379847c689154b3d61d","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","Puia sp017307755"
"ASV_2154","956d1eebce9cf77f635c4111881014e4","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV_2155","0c2d08ae0a6afa238519fd27fa9baf03","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_2156","7174b1950c11ec56289a8d328e1204a2","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia sp021245725"
"ASV_2157","a00c5b221732a1d46f25a80513467fc1","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","JAJXVM01","JAJXVM01 sp023169965"
"ASV_2158","85225ae7a7916146aa84b0dfb4878484","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_2159","da21ee7295553dc357bfc20f6596c4bb","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas",NA
"ASV_2160","ca415c3624ceda3fbb125a12a69904f6","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASV_2161","781a49c2f8272a3bf01e1f0b7313daf3","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Silvibacterium","Silvibacterium bohemicum"
"ASV_2162","0649da7b67156aed2b87a455e44c6a3c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Collimonas",NA
"ASV_2163","8c4bb1dc574a9435e102bf103811ac90","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV_2164","e376f5f066dbd0be47561319676addef","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Dermatophilaceae","Flexivirga",NA
"ASV_2165","ca3d1080d96f3b211ffe968d4deb1c88","Bacteria","Acidobacteriota","Terriglobia","Terriglobales",NA,NA,NA
"ASV_2166","0d052273f43e7fbe8805705ac9034a15","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_2167","0d2c5eb08f19bdd6c72f6cb1215955ed","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV_2168","7677c5ea95e47135da3744e92d693c7b","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Labrys sp001676615"
"ASV_2169","d0f60e9c99ca8b06529c34a0e7ae244f","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Lichenihabitans","Lichenihabitans sp021730615"
"ASV_2170","45f14f972960c2a999521f5fe1249ca5","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_2171","71ab939b71f2436543d189a873c95973","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","CAIVDV01","CAIVDV01 sp021851335"
"ASV_2172","5d04f0b65420cbca13ebcdf5873e8324","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","Phototrophicaceae","JALHNB01","JALHNB01 sp022843745"
"ASV_2173","aaf720cb05ddb528efa9bacbd90f7c58","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_2174","56706e878bbf127a79b764d7a1bed9bd","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739","Palsa-739 sp019683855"
"ASV_2175","57dc4118f43b342c7e6361e5b0b38d77","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter",NA
"ASV_2176","74217547fbd36b9ea27718d36c47a590","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_2177","7740c3abac180f20d4bb8ddf378b4028","Bacteria","Bacillota_G","UBA4882",NA,NA,NA,NA
"ASV_2178","978540094f88ccf79a79d41b4e9c9700","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Herminiimonas",NA
"ASV_2179","bfcbd38a038a6e07b85c7f93a7a8f023","Bacteria","Myxococcota",NA,NA,NA,NA,NA
"ASV_2180","a43ad7a83aaafe86f998c7a6374bc892","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma","Spirosoma sp012849055"
"ASV_2181","7337da4c87492a51b7320f93c342aa12","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",NA
"ASV_2182","7d20286c65778a6ca15e9210dda2bf40","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","Palsa-187",NA
"ASV_2183","b6b30983c64e33e2d1bf5bf3c641c7f7","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","UBA5172",NA
"ASV_2184","79b0512e1831a021ec3cf8882cb52043","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_2185","3b08727e0a050972e89b3fa9b3c58b0f","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"ASV_2186","040307714a1830e112e282b1659b620c","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terracidiphilus","Terracidiphilus gabretensis"
"ASV_2187","e6e4840773a3615289de4901c25dbdf6","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASV_2188","065a47170417aed6ac74fc9347b5b8dc","Bacteria","Myxococcota",NA,NA,NA,NA,NA
"ASV_2189","1fd7cc43550070fed3fd6226cf8918e3","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV_2190","1a27dee5fc97de70a4fdebab00ee5d7d","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"ASV_2191","3cd47ca00ce961b8c35842b36d77cbc3","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV_2192","53857dfde8cfdce500094b8ecebadfd6","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae",NA,NA
"ASV_2193","d37a2c4cde8dee94466a4f3c6755ea99","Bacteria","Bacillota_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","Mogibacterium",NA
"ASV_2194","b05f049660c92be68af1970c8b478d39","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV_2195","e9c7597d34faff4868071145c0020bcd","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Chthoniobacter sp021414005"
"ASV_2196","8ef41b4be4f46a9ad3d40c022da5ea1b","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_2197","7b385036762abccc759e8aa70ae910a2","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidibrevibacterium",NA
"ASV_2198","f224a1f430ab281547789bd08c1f4240","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_2199","96d14363f547715b65bf7d8ad1d31d17","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_2200","ab16be25f43d38c5e4dcae528099771a","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV_2201","68f7f5844d642d8731289dbc7271472d","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae",NA,NA
"ASV_2202","06fc0eb8d1f1b3a9aef22a3f42f744bf","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV_2203","7cf1019db5752fc7d08bb6342d13a350","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","JADGHX01","JADGHX01 sp019683695"
"ASV_2204","7ae0402e0f7a840c64e80c2de499c17a","Bacteria","Bacillota_C","Negativicutes","Propionisporales","DSM-13327","Pelosinus",NA
"ASV_2205","429413d74939e8dcce6f5366d5bcbe41","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"ASV_2206","24a41e615bd5b2192dbb4ee09cca773a","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV_2207","9e7e0ed4a0efbd25948ade800f66f0a3","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_2208","68478e98da7ebca4745ffc125ba02668","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium pseudodiphtheriticum"
"ASV_2209","01c5e1b0b66f91e3e737d86c5d03b5a4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASV_2210","ca4daed9c3bc449664ef52aa0a56a0d2","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","GMQP-bins7","GMQP-bins7 sp004366385"
"ASV_2211","59c7d786dacdd9da42d91928158a76fa","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","13-2-20CM-66-19",NA
"ASV_2212","63702382d16627ea88ec2e3d36958e36","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_2213","cfefb70b5492eac366b36b4ff1d673b7","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_2214","922d33a2963d3e87a3d4df6b82371235","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASV_2215","86c05a0835657e04a27773e3adc41589","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Micromonosporaceae",NA,NA
"ASV_2216","33eb92dfd9a1da5465d91a675526a9e0","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","UBA11358",NA
"ASV_2217","fb5fae404216784622190b9cfe352c4d","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Arenibaculum","Arenibaculum pallidiluteum"
"ASV_2218","b3258f54d9393fba62ca567ecea3f641","Bacteria","Actinomycetota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"ASV_2219","51a094a256f6e52ccbdd1d81dcaf42a2","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terracidiphilus","Terracidiphilus sp021836865"
"ASV_2220","6f93069a5907af4a41cca2256420a3aa","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila","Rhodopila sp009765975"
"ASV_2221","8ac28b812c32b62c5ec46a6529f1636c","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"ASV_2222","67b92777cba9a40fde99e2a716b553ef","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocella","Methylocella sp004564215"
"ASV_2223","aad5a694c19c776cb450da1720f22050","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Providencia",NA
"ASV_2224","51205c6935ea893b36bb2c0327953924","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV_2225","33d9b7db5af91dfb99f537839576474d","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","EB88","EB88 sp003858395"
"ASV_2226","209abdfe2f8241f4cbd6d81b656510f5","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_2227","7e96bdc4250f33cc485295853499b7a5","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JAMPXM01",NA,NA
"ASV_2228","9473de75208d81fdb2a2da7fb58b166a","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","CAHJWH01","CAHJWH01 sp009765965"
"ASV_2229","180e7af6ffe7691218241fe87928555c","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9",NA,NA
"ASV_2230","a537d8bab85c83b0e74c73c55790324b","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV_2231","c9b04e8822260c6d74416064a810b985","Bacteria","Bacillota","Bacilli","Haloplasmatales","Haloplasmataceae","Inordinaticella","Inordinaticella sp018394295"
"ASV_2232","10feb8c6ae2242bd0f1dd6a7c0009b10","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","Actinomycetospora","Actinomycetospora succinea"
"ASV_2233","6c7cdd93ab72f4f4a36997ef911cc250","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","JAFLBB01",NA
"ASV_2234","9cfb89b1a4f17a815dd1c36557343fde","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Cellulomonadaceae","Cellulomonas","Cellulomonas denverensis"
"ASV_2235","11ea2b97966570fcd04377d7c1208f52","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA,NA
"ASV_2236","c27e7bca9015e89224d90ddbe5a3ad89","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_C",NA
"ASV_2237","b4e4e641f9ad9473d36ac42f37c26aab","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Telmatospirillum","Telmatospirillum siberiense"
"ASV_2238","c1914f97e86ecdd267ba921282b4130a","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_C",NA
"ASV_2239","22b3c70cdfb1714224e1bf8a6314bee9","Bacteria","Bacillota_A","Clostridia","Tissierellales","Peptoniphilaceae","Finegoldia",NA
"ASV_2240","3400ef472f584b5b5e2f1417f5646345","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","KBS-96","KBS-96 sp000381625"
"ASV_2241","d0707795f4c658a7271518b5ff9742ed","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae",NA,NA
"ASV_2242","1827687d12a4108686daeb4b88e34cfa","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Mobilitalea",NA
"ASV_2243","673b0afe0884c5bc02d3aab5962a2521","Bacteria","Eremiobacterota","Eremiobacteria","Baltobacterales","Baltobacteraceae",NA,NA
"ASV_2244","dd042e006ac53f8a13ba9d1993134c93","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9","VAYN01",NA
"ASV_2245","5b5524cb38699bb04e3be58edffac30a","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma",NA
"ASV_2246","966c0c090fbc5d21ec3b79a3dcedb2d4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae",NA,NA
"ASV_2247","9e753dc0dd8073fa1caf665ae1076bf4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavipsychrobacter",NA
"ASV_2248","cf0cf7393bbadb2b5d060517526900e7","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV_2249","b5d31e15c194300c3d5158c858e8f4ca","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Capsulimonadaceae","Capsulimonas","Capsulimonas corticalis"
"ASV_2250","275783d9323796303aec6d0da03694a7","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"ASV_2251","7e2fb61e16daab3f4d67528523640278","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"ASV_2252","5c5bea172a0e9ff0f186d7d6636c1eee","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_C","Granulicella_C pectinivorans"
"ASV_2253","0e56d7369e44f457f7e7d299273d679e","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9","VAYN01",NA
"ASV_2254","77934f70fd6f6b934ac23c6ed759fa9c","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV_2255","4d016723d8b508b0c68fc6eada9307b9","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Palsa-881","Palsa-881 sp021808285"
"ASV_2256","32f6842d693bf00acb0224805f540edc","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Zymobacter","Zymobacter palmae"
"ASV_2257","06ccdd21a0ab75633c559bd3361820c0","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV_2258","fe8db3671084850358ab6b8b52ad6f71","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Rhizomicrobium sp018449595"
"ASV_2259","079b24cec2239862b42ee0a8e28bd144","Bacteria","Planctomycetota","UBA11346","UBA11346","UBA11346","JACCZE01","JACCZE01 sp013816415"
"ASV_2260","3a010c731c82f90bc1b7cb92a77bb6d0","Bacteria","Desulfobacterota_B","Binatia","Binatales","Binataceae","Binatus",NA
"ASV_2261","707d3620d5425fc1d8b183df55086e38","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9",NA,NA
"ASV_2262","0f9b5336f169ff49cc92fac9b1dd44af","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma",NA
"ASV_2263","0fd52b2efb5606cab6456e4a138addd6","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"ASV_2264","3d99d872c95c089eb1314046d10fec3f","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_2265","d8c47ffbd130e3fb4a124beb476c0acb","Bacteria","Acidobacteriota","Terriglobia","Acidoferrales","UBA7541","Acidoferrum",NA
"ASV_2266","d3268cf9b4ef3a63e72dd9f87ba9e229","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV_2267","416ccecf6ea7735e1360dc5675cac998","Bacteria","Desulfobacterota_B","Binatia","HRBIN30","CADEER01","JAHBUY01","JAHBUY01 sp019637795"
"ASV_2268","cb2ae1af9f89bf3d2b5092a42967e93b","Bacteria","Planctomycetota","Planctomycetia","Pirellulales",NA,NA,NA
"ASV_2269","92cf97aaad0d9cda7b473e626b829e58","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus bullaregiensis"
"ASV_2270","7cd87e5ef8059b4d0e1ef3c8d3c30ec4","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Lichenicoccus","Lichenicoccus roseus"
"ASV_2271","d445daa238d4ab2c86badc8250c1648a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Faecalibacter","Faecalibacter rhinopitheci"
"ASV_2272","3ee8292683c7ea64f6f9f8577ab137bd","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas_N",NA
"ASV_2273","0232c8f4f3f2b7268891c772901d4678","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","VGZA01","VGZA01 sp016872775"
"ASV_2274","9b1b33802ba822dcbb5d6c54dbbdf1dc","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9","VAYN01",NA
"ASV_2275","c8b866265c6ead141aa9dccf25471c41","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_2276","5af0ed9bc505ac686267c496c5493982","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_2277","ddc99cfd455ec12bb5a07797e0edab46","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","SbA1","Sulfotelmatobacter",NA
"ASV_2278","2a15301806f1a68618f9baf1a942766f","Bacteria","Pseudomonadota","Gammaproteobacteria","REEB76","REEB76","REEB76",NA
"ASV_2279","06523b41a0bfcd3016192d53bbfbf98e","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","SbA1","Sulfotelmatobacter",NA
"ASV_2280","c433cd54471d1b90d4cfd385046bcc0f","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Brenneria",NA
"ASV_2281","db22b5b2cd7bda5d85c27b8a05725d07","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_2282","f359d21510f380fc3812f6c59906106e","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter","Lutimaribacter sp023703375"
"ASV_2283","90191597459e307ec25618c20b93ada6","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Methylopilaceae","Hansschlegelia","Hansschlegelia zhihuaiae"
"ASV_2284","bd055cea129b229a9815335b6c99b13c","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_2285","01fb2088687b53be7c722e1e16ee8eed","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"ASV_2286","e845bba643191350d467d6e6ebdf0848","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Kineococcaceae","Kineococcus","Kineococcus siccus"
"ASV_2287","4594a36fb10fa1dfae890c26daf5bf7a","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Labrys sp001676615"
"ASV_2288","dbaa633c8bced15bddaf8942b6209c70","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_B","Granulicella_B arctica"
"ASV_2289","f80c0a86f49e5740576bda5302b82d72","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"ASV_2290","685a02dea108c4edf364bb4e4b9006c7","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_2291","9908fffab7ed4f3bec44cda2f5084d49","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_C",NA
"ASV_2292","46d69dfa73fdad560d058ea516a768e2","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma",NA
"ASV_2293","d90581f2ec69e041afdc4a85e6e2e019","Bacteria","Actinomycetota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces pathocidini"
"ASV_2294","a03679e22994b77fc89d9057b2850adc","Bacteria","Eremiobacterota","Eremiobacteria","Baltobacterales","Baltobacteraceae","Rubrimentiphilum",NA
"ASV_2295","88c1c479f7ccde13ddfb1165b9bc176b","Bacteria","Bdellovibrionota","UBA2428","UBA2428","UBA2428","JAFEAR01","JAFEAR01 sp018266335"
"ASV_2296","e9e927317a920fb1472e38cde6fd054e","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"ASV_2297","3a357e0927ab148fb5b694d20cb7498a","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales_A","UXAT02","SSA4",NA
"ASV_2298","5b026f93f66a4e3ceb92ea7236a77e13","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Frigoribacterium",NA
"ASV_2299","cb293ac37da1b668fc2c5023d31520d0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas",NA
"ASV_2300","7e520580379ef096ec8df32487f95e9b","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Arsenophonus",NA
"ASV_2301","8aa00234c3c4444c9b4f827f07fabda2","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_2302","074edb980736e53b41ffbd4897bf3f49","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terracidiphilus",NA
"ASV_2303","34dfa257bc463bfa792b77c11e1b4b58","Bacteria","Actinomycetota","Actinomycetia",NA,NA,NA,NA
"ASV_2304","cbc1c0d77dd99013b005e4109a703937","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","SbA1","Sulfotelmatobacter","Sulfotelmatobacter sp020073465"
"ASV_2305","aba90974e52966cd3bac773973d36060","Bacteria","Planctomycetota","Planctomycetia","Pirellulales",NA,NA,NA
"ASV_2306","7b988d11af5ca39160ac0435d81efddb","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA
"ASV_2307","ac650fd1e9ea8aa0d7f0211562b59c38","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","PMMR1","PMMR1 sp000733915"
"ASV_2308","ee80f99892c6142e69b3d152c5b25abf","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_2309","eabec2ea8c61fa48264ca699056c883a","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Pristimantibacillus","Pristimantibacillus sp016019935"
"ASV_2310","eb03076c5d46d7e086e62db9450fea90","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"ASV_2311","b8076760effd1607d8030606cf153a4b","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma",NA
"ASV_2312","7d2185d76ce6fd027a981717f6079cc9","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASV_2313","1221c9d83db3bc9cdd85aedbf040173e","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV_2314","622be8511d3cd696cde24ed18d04418a","Bacteria","Planctomycetota","Planctomycetia","Pirellulales",NA,NA,NA
"ASV_2315","f552dac54edafb86634d978398811aed","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_C",NA,NA
"ASV_2316","a4980bd5f21c9512463fa83608e89d17","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_2317","abb808d2c802648a2dff2d15ba77752f","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","KBS-96","KBS-96 sp000381625"
