"ASV_ID","Leaf_ITS_F1_R2","Leaf_ITS_F10_R10","Leaf_ITS_F10_R9","Leaf_ITS_F11_R1","Leaf_ITS_F11_R2","Leaf_ITS_F11_R3","Leaf_ITS_F13_R20","Leaf_ITS_F13_R21","Leaf_ITS_F14_R18","Leaf_ITS_F14_R6","Leaf_ITS_F15_R4","Leaf_ITS_F15_R5","Leaf_ITS_F15_R6","Leaf_ITS_F15_R7","Leaf_ITS_F15_R8","Leaf_ITS_F16_R1","Leaf_ITS_F16_R2","Leaf_ITS_F16_R3","Leaf_ITS_F16_R4","Leaf_ITS_F16_R5","Leaf_ITS_F16_R6","Leaf_ITS_F16_R7","Leaf_ITS_F16_R8","Leaf_ITS_F17_R1","Leaf_ITS_F17_R2","Leaf_ITS_F17_R20","Leaf_ITS_F17_R3","Leaf_ITS_F17_R4","Leaf_ITS_F17_R5","Leaf_ITS_F17_R6","Leaf_ITS_F17_R7","Leaf_ITS_F17_R8","Leaf_ITS_F18_R1","Leaf_ITS_F18_R2","Leaf_ITS_F18_R3","Leaf_ITS_F18_R4","Leaf_ITS_F18_R5","Leaf_ITS_F18_R6","Leaf_ITS_F18_R7","Leaf_ITS_F18_R8","Leaf_ITS_F19_R1","Leaf_ITS_F19_R2","Leaf_ITS_F19_R3","Leaf_ITS_F19_R4","Leaf_ITS_F19_R5","Leaf_ITS_F19_R6","Leaf_ITS_F19_R7","Leaf_ITS_F19_R8","Leaf_ITS_F2_R11","Leaf_ITS_F20_R1","Leaf_ITS_F20_R2","Leaf_ITS_F20_R22","Leaf_ITS_F20_R3","Leaf_ITS_F20_R4","Leaf_ITS_F20_R5","Leaf_ITS_F20_R6","Leaf_ITS_F20_R7","Leaf_ITS_F20_R8","Leaf_ITS_F21_R1","Leaf_ITS_F21_R19","Leaf_ITS_F21_R2","Leaf_ITS_F21_R20","Leaf_ITS_F21_R21","Leaf_ITS_F21_R3","Leaf_ITS_F21_R4","Leaf_ITS_F21_R5","Leaf_ITS_F24_R19","Leaf_ITS_F24_R20","Leaf_ITS_F24_R21","Leaf_ITS_F3_R2","Leaf_ITS_F3_R5","Leaf_ITS_F3_R8","Leaf_ITS_F3_R9","Leaf_ITS_F5_R15","Leaf_ITS_F5_R16","Leaf_ITS_F6_R13","Leaf_ITS_F6_R14","Leaf_ITS_F6_R15","Leaf_ITS_F6_R5","Leaf_ITS_F6_R6","Leaf_ITS_F6_R7","Leaf_ITS_F6_R8","Leaf_ITS_F6_R9","Leaf_ITS_F7_R1","Leaf_ITS_F7_R2","Leaf_ITS_F7_R7","Leaf_ITS_F7_R8","Leaf_ITS_F8_R1","Leaf_ITS_F9_R12","Leaf_ITS_F9_R13","Soil_ITS_F10_R12","Soil_ITS_F10_R13","Soil_ITS_F11_R3","Soil_ITS_F11_R4","Soil_ITS_F11_R5","Soil_ITS_F13_R22","Soil_ITS_F13_R23","Soil_ITS_F14_R20","Soil_ITS_F14_R8","Soil_ITS_F15_R3","Soil_ITS_F15_R4","Soil_ITS_F15_R5","Soil_ITS_F15_R6","Soil_ITS_F15_R7","Soil_ITS_F15_R8","Soil_ITS_F16_R1","Soil_ITS_F16_R2","Soil_ITS_F16_R3","Soil_ITS_F16_R4","Soil_ITS_F16_R5","Soil_ITS_F16_R6","Soil_ITS_F16_R7","Soil_ITS_F16_R8","Soil_ITS_F17_R1","Soil_ITS_F17_R2","Soil_ITS_F17_R23","Soil_ITS_F17_R3","Soil_ITS_F17_R4","Soil_ITS_F17_R5","Soil_ITS_F17_R6","Soil_ITS_F17_R7","Soil_ITS_F17_R8","Soil_ITS_F18_R1","Soil_ITS_F18_R2","Soil_ITS_F18_R3","Soil_ITS_F18_R4","Soil_ITS_F18_R5","Soil_ITS_F18_R6","Soil_ITS_F18_R7","Soil_ITS_F18_R8","Soil_ITS_F19_R1","Soil_ITS_F19_R2","Soil_ITS_F19_R3","Soil_ITS_F19_R4","Soil_ITS_F19_R5","Soil_ITS_F19_R6","Soil_ITS_F19_R7","Soil_ITS_F19_R8","Soil_ITS_F2_R13","Soil_ITS_F20_R1","Soil_ITS_F20_R2","Soil_ITS_F20_R24","Soil_ITS_F20_R3","Soil_ITS_F20_R4","Soil_ITS_F20_R5","Soil_ITS_F20_R6","Soil_ITS_F20_R7","Soil_ITS_F20_R8","Soil_ITS_F21_R1","Soil_ITS_F21_R2","Soil_ITS_F21_R21","Soil_ITS_F21_R22","Soil_ITS_F21_R23","Soil_ITS_F21_R3","Soil_ITS_F21_R4","Soil_ITS_F24_R21","Soil_ITS_F24_R22","Soil_ITS_F24_R23","Soil_ITS_F3_R1","Soil_ITS_F3_R11","Soil_ITS_F3_R2","Soil_ITS_F4_R1","Soil_ITS_F4_R2","Soil_ITS_F6_R10","Soil_ITS_F6_R11","Soil_ITS_F6_R15","Soil_ITS_F6_R16","Soil_ITS_F6_R6","Soil_ITS_F6_R7","Soil_ITS_F6_R8","Soil_ITS_F6_R9","Soil_ITS_F7_R1","Soil_ITS_F7_R2","Soil_ITS_F7_R3","Soil_ITS_F7_R8","Soil_ITS_F7_R9","Soil_ITS_F8_R1","Soil_ITS_F8_R2","Soil_ITS_F9_R14","Soil_ITS_F9_R15","Stem_ITS_F10_R10","Stem_ITS_F10_R14","Stem_ITS_F10_R15","Stem_ITS_F10_R9","Stem_ITS_F11_R3","Stem_ITS_F11_R4","Stem_ITS_F11_R5","Stem_ITS_F13_R1","Stem_ITS_F13_R2","Stem_ITS_F14_R17","Stem_ITS_F14_R18","Stem_ITS_F14_R23","Stem_ITS_F15_R3","Stem_ITS_F15_R6","Stem_ITS_F15_R7","Stem_ITS_F15_R8","Stem_ITS_F16_R1","Stem_ITS_F16_R2","Stem_ITS_F16_R4","Stem_ITS_F16_R5","Stem_ITS_F16_R6","Stem_ITS_F16_R7","Stem_ITS_F16_R8","Stem_ITS_F17_R1","Stem_ITS_F17_R2","Stem_ITS_F17_R3","Stem_ITS_F17_R4","Stem_ITS_F17_R5","Stem_ITS_F17_R6","Stem_ITS_F17_R7","Stem_ITS_F17_R8","Stem_ITS_F18_R1","Stem_ITS_F18_R17","Stem_ITS_F18_R2","Stem_ITS_F18_R3","Stem_ITS_F18_R4","Stem_ITS_F18_R5","Stem_ITS_F18_R6","Stem_ITS_F18_R7","Stem_ITS_F18_R8","Stem_ITS_F19_R1","Stem_ITS_F19_R2","Stem_ITS_F19_R3","Stem_ITS_F19_R4","Stem_ITS_F19_R5","Stem_ITS_F19_R6","Stem_ITS_F19_R7","Stem_ITS_F19_R8","Stem_ITS_F2_R14","Stem_ITS_F20_R2","Stem_ITS_F20_R3","Stem_ITS_F20_R4","Stem_ITS_F20_R5","Stem_ITS_F20_R6","Stem_ITS_F20_R7","Stem_ITS_F20_R8","Stem_ITS_F21_R1","Stem_ITS_F21_R19","Stem_ITS_F21_R2","Stem_ITS_F21_R24","Stem_ITS_F21_R3","Stem_ITS_F21_R4","Stem_ITS_F21_R5","Stem_ITS_F21_R6","Stem_ITS_F21_R7","Stem_ITS_F21_R8","Stem_ITS_F22_R1","Stem_ITS_F22_R17","Stem_ITS_F22_R18","Stem_ITS_F24_R24","Stem_ITS_F3_R12","Stem_ITS_F3_R2","Stem_ITS_F3_R3","Stem_ITS_F4_R1","Stem_ITS_F4_R2","Stem_ITS_F6_R11","Stem_ITS_F6_R12","Stem_ITS_F6_R13","Stem_ITS_F6_R6","Stem_ITS_F6_R7","Stem_ITS_F6_R8","Stem_ITS_F7_R1","Stem_ITS_F7_R10","Stem_ITS_F7_R11","Stem_ITS_F7_R2","Stem_ITS_F7_R3","Stem_ITS_F7_R8","Stem_ITS_F7_R9","Stem_ITS_F8_R1","Stem_ITS_F8_R2"
"ASV_624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,1,3,19,2,6,2,0,144,1,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,2,38,11,1,0,130,0,1,2,159,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,0,0,2,23,0,0,0,0,0,1,0,3,0,0
"ASV_625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,8,5,19,1,0,0,0,0,0,1,0,1,2,0,4,7,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,0,1,42,0,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,1,0,1,8,0,14,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,1,2,0,7,1,0,0,5,0,0,11,5,14,6,5,19,16,15,11,0,0,15,0,0,44,0,1,0,0,0,0,0,0,0,13,3,0,0,1,0,0,1,1,1,7,17,7,19,4,3,22,22,9,13,0,0,0,4,0,1,0,4,4,0,0,0,39,1,0,4,0,0,3,2,3,3,0,0,0,0,0,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,89,6,4,0,1,0,0,0,5,576,2,4,9,4,11,1,5,2,1,0,7,3,13,0,2,5,2,0,0,4,15,0,0,0,0,0,8,0,0,6,4,0,0,24,0,0,0,0,32,15,0,2,0,0,12,257,399,0,0,6,0,2,0,0,0,0,0,2,0,0,3,0,0,2,1,11,0,0,0,0,1,1,0,0,0,21,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,0,0,3,5,1,0,0,3,22,36,3,13,7,3,0,3,30,235,9,10,8,1,2,12,1,4,0,21,3,3,0,0,12,0,0,1,1,0,0,0,1,0,2,0,2,2,10,64,1,94,12,7,960,4,90,10,1,4,0,0,0,0,0,12,65,12,205,4,10,5,31,0,0,0,2,0,4,91,12,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,2,8,0,1,0,0,311,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,132,0,115,2,42,1,3,2,2,3,0,6,1,0,0,0,0,0,0,0,0,1,29,0,0,8,0,6,0,188,3,1,3,0,1,34,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ASV_630",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,1,1,0,0,0,2,28,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,4,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,39,0,0,29,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,57,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,3,6,2,5,8,9,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1940,2,1,1,0,0,0,46,0,0,0,0,0,0,0,0,1,0,1,0,3,2,10,3,3,497,21,20,8,7,2,0,0,0,0,0,4,0,40,6,0,0,1,0,5,3,0,2,0,1,0,1,86,0,3,4,2,90,0,0,3,30,1,1,0,0,0,2,3,0,3,0,0,17,0,1,0,0,1,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,5,1,5,4,4,6,4,5,5,7,9,3,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,13,5,0,0,0,0,0,0,4,1,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,6,5,4,6,3,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,1,1,3,0,0,2,6,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2,3,2,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,22,11,5,2,17,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,10,5,94,6,39,3,1,1,99,18,0,21,2,0,0,4,1,5,1,2,15,3,0,2,0,17,1,56,3,1,52,15,18,4,98,2,51,9,1,0,1,0,2,2,14,2,1,0,1,50,1,10,14,9,4,10,0,19,4,1,7,2,11,18,36,3,0,10,2,0,0,1,1,0,2,0,0,5,1,2,2,2,0,7,1,1,144
"ASV_640",0,0,3,7,0,0,8,0,4,17,1,1,0,0,2,1,1,2,0,0,14,1,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,0,5,1,0,1,1,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,1,0,0,0,1,1,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,1,0,0,0,3,713,5,0,91,20,0,1,3,180,1,23,3,6,10,27,1,0,1,80,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,82,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,3,3,8,2,3,0,0,0,0,0,0,0,0,0,1,3,126,0,0,0,1,0,0,1,4,0,0,0,1,0,0,1,8,1,0,1,0,0,0,1,4,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,3,0,2,0,0,0,1,6,3,0,1,1,1,2,3,0,0,0,1,4,1,0,1,0
